timestamp,instrument_id,parameter_type,value,status_code,raw_line,line_number,anomaly_flag,anomaly_score,is_anomaly
2026-05-18 23:22:59,INST-D04,PRESS,4.0,OK,2026-05-18 23:22:59 | INST-D04 | PRESS | 4.0 | OK,2,1,0.18347632310915235,False
2026-05-18 23:23:29,INST-C03,TEMP,54.25,OK,2026-05-18 23:23:29 | INST-C03 | TEMP | 54.25 | OK,3,1,0.1132961904361921,False
2026-05-18 23:23:59,INST-B02,PRESS,3.42,OK,2026-05-18 23:23:59 | INST-B02 | PRESS | 3.42 | OK,4,1,0.18849802984236086,False
2026-05-18 23:24:29,INST-A01,PRESS,2.23,OK,2026-05-18 23:24:29 | INST-A01 | PRESS | 2.23 | OK,5,1,0.1946321970313441,False
2026-05-18 23:24:59,INST-B02,PRESS,4.38,OK,2026-05-18 23:24:59 | INST-B02 | PRESS | 4.38 | OK,6,1,0.17146644855549664,False
2026-05-18 23:25:29,INST-C03,FLOW,0.39,OK,2026-05-18 23:25:29 | INST-C03 | FLOW | 0.39 | OK,7,1,0.15239742755774444,False
2026-05-18 23:26:59,INST-A01,TEMP,68.96,OK,2026-05-18 23:26:59 | INST-A01 | TEMP | 68.96 | OK,10,1,0.09632274789192541,False
2026-05-18 23:27:29,INST-D04,TEMP,31.77,OK,2026-05-18 23:27:29 | INST-D04 | TEMP | 31.77 | OK,11,1,0.12696089491356088,False
2026-05-18 23:27:59,INST-B02,FLOW,1.29,OK,2026-05-18 23:27:59 | INST-B02 | FLOW | 1.29 | OK,12,1,0.18300490013706378,False
2026-05-18 23:28:59,INST-D04,PRESS,3.15,OK,2026-05-18 23:28:59 | INST-D04 | PRESS | 3.15 | OK,14,1,0.19528326088287729,False
2026-05-18 23:30:29,INST-D04,PRESS,0.94,OK,2026-05-18 23:30:29 | INST-D04 | PRESS | 0.94 | OK,17,1,0.16310075162739024,False
2026-05-18 23:30:59,INST-A01,FLOW,1.48,OK,2026-05-18 23:30:59 | INST-A01 | FLOW | 1.48 | OK,18,1,0.18477959137836575,False
2026-05-18 23:31:29,INST-D04,PRESS,4.75,OK,2026-05-18 23:31:29 | INST-D04 | PRESS | 4.75 | OK,19,1,0.15802574263846042,False
2026-05-18 23:31:59,INST-C03,PRESS,1.96,OK,2026-05-18 23:31:59 | INST-C03 | PRESS | 1.96 | OK,20,1,0.18333473526347294,False
2026-05-18 23:32:29,INST-A01,PRESS,1.35,OK,2026-05-18 23:32:29 | INST-A01 | PRESS | 1.35 | OK,21,1,0.17379687928770882,False
2026-05-18 23:32:59,INST-A01,FLOW,1.12,OK,2026-05-18 23:32:59 | INST-A01 | FLOW | 1.12 | OK,22,1,0.17570365302827162,False
2026-05-18 23:33:29,INST-D04,FLOW,1.47,OK,2026-05-18 23:33:29 | INST-D04 | FLOW | 1.47 | OK,23,1,0.18297060415869637,False
2026-05-18 23:34:29,INST-A01,FLOW,2.5,OK,2026-05-18 23:34:29 | INST-A01 | FLOW | 2.5 | OK,25,1,0.08328405989901322,False
2026-05-18 23:34:59,INST-C03,TEMP,20.17,OK,2026-05-18 23:34:59 | INST-C03 | TEMP | 20.17 | OK,26,1,0.11132028558239804,False
2026-05-18 23:35:29,INST-B02,FLOW,0.18,OK,2026-05-18 23:35:29 | INST-B02 | FLOW | 0.18 | OK,27,1,0.12311405944153353,False
2026-05-18 23:35:59,INST-B02,PRESS,1.36,OK,2026-05-18 23:35:59 | INST-B02 | PRESS | 1.36 | OK,28,1,0.1706217537907323,False
2026-05-18 23:36:29,INST-B02,PRESS,2.05,OK,2026-05-18 23:36:29 | INST-B02 | PRESS | 2.05 | OK,29,1,0.18879124556091126,False
2026-05-18 23:36:59,INST-C03,TEMP,30.4,OK,2026-05-18 23:36:59 | INST-C03 | TEMP | 30.4 | OK,30,1,0.13207293281159072,False
2026-05-18 23:37:29,INST-C03,FLOW,1.71,OK,2026-05-18 23:37:29 | INST-C03 | FLOW | 1.71 | OK,31,1,0.1971814843978249,False
2026-05-18 23:37:59,INST-D04,PRESS,0.5,OK,2026-05-18 23:37:59 | INST-D04 | PRESS | 0.5 | OK,32,1,0.10534615047608575,False
2026-05-18 23:38:29,INST-B02,TEMP,17.96,OK,2026-05-18 23:38:29 | INST-B02 | TEMP | 17.96 | OK,33,1,0.09012375605686795,False
2026-05-18 23:38:59,INST-D04,TEMP,30.88,OK,2026-05-18 23:38:59 | INST-D04 | TEMP | 30.88 | OK,34,1,0.13229901999684068,False
2026-05-18 23:39:29,INST-B02,PRESS,3.37,OK,2026-05-18 23:39:29 | INST-B02 | PRESS | 3.37 | OK,35,1,0.18413815697768726,False
2026-05-18 23:39:59,INST-B02,FLOW,2.36,OK,2026-05-18 23:39:59 | INST-B02 | FLOW | 2.36 | OK,36,1,0.1326377796434075,False
2026-05-18 23:40:29,INST-C03,PRESS,2.07,OK,2026-05-18 23:40:29 | INST-C03 | PRESS | 2.07 | OK,37,1,0.18779781805442347,False
2026-05-18 23:40:59,INST-C03,FLOW,2.48,OK,2026-05-18 23:40:59 | INST-C03 | FLOW | 2.48 | OK,38,1,0.09662862206279399,False
2026-05-18 23:41:59,INST-C03,PRESS,1.68,OK,2026-05-18 23:41:59 | INST-C03 | PRESS | 1.68 | OK,40,1,0.18113991694298853,False
2026-05-18 23:42:29,INST-C03,TEMP,63.93,OK,2026-05-18 23:42:29 | INST-C03 | TEMP | 63.93 | OK,41,1,0.11625954912845826,False
2026-05-18 23:42:59,INST-A01,TEMP,55.48,OK,2026-05-18 23:42:59 | INST-A01 | TEMP | 55.48 | OK,42,1,0.12114127475299008,False
2026-05-18 23:43:29,INST-C03,FLOW,1.27,OK,2026-05-18 23:43:29 | INST-C03 | FLOW | 1.27 | OK,43,1,0.17524357664947093,False
2026-05-18 23:44:29,INST-D04,TEMP,67.73,OK,2026-05-18 23:44:29 | INST-D04 | TEMP | 67.73 | OK,45,1,0.10204051115137647,False
2026-05-18 23:44:59,INST-A01,PRESS,4.94,OK,2026-05-18 23:44:59 | INST-A01 | PRESS | 4.94 | OK,46,1,0.11948140576059896,False
2026-05-18 23:45:29,INST-A01,PRESS,3.07,OK,2026-05-18 23:45:29 | INST-A01 | PRESS | 3.07 | OK,47,1,0.19431645848148427,False
2026-05-18 23:45:59,INST-B02,FLOW,2.17,OK,2026-05-18 23:45:59 | INST-B02 | FLOW | 2.17 | OK,48,1,0.1584861036539385,False
2026-05-18 23:46:29,INST-C03,PRESS,4.03,OK,2026-05-18 23:46:29 | INST-C03 | PRESS | 4.03 | OK,49,1,0.18069811862720553,False
2026-05-18 23:47:29,INST-D04,PRESS,0.94,OK,2026-05-18 23:47:29 | INST-D04 | PRESS | 0.94 | OK,51,1,0.16310075162739024,False
2026-05-18 23:47:59,INST-C03,PRESS,3.67,OK,2026-05-18 23:47:59 | INST-C03 | PRESS | 3.67 | OK,52,1,0.192483341837679,False
2026-05-18 23:48:29,INST-C03,TEMP,64.65,OK,2026-05-18 23:48:29 | INST-C03 | TEMP | 64.65 | OK,53,1,0.11091203076447231,False
2026-05-18 23:48:59,INST-C03,PRESS,1.11,OK,2026-05-18 23:48:59 | INST-C03 | PRESS | 1.11 | OK,54,1,0.17317624276710808,False
2026-05-18 23:49:59,INST-A01,FLOW,2.4,OK,2026-05-18 23:49:59 | INST-A01 | FLOW | 2.4 | OK,56,1,0.12586035036821042,False
2026-05-18 23:50:29,INST-C03,FLOW,0.42,OK,2026-05-18 23:50:29 | INST-C03 | FLOW | 0.42 | OK,57,1,0.15772253478676118,False
2026-05-18 23:50:59,INST-D04,PRESS,2.03,OK,2026-05-18 23:50:59 | INST-D04 | PRESS | 2.03 | OK,58,1,0.18788044081398309,False
2026-05-18 23:51:29,INST-A01,FLOW,2.14,OK,2026-05-18 23:51:29 | INST-A01 | FLOW | 2.14 | OK,59,1,0.15419121083594978,False
2026-05-18 23:51:59,INST-A01,TEMP,78.37,OK,2026-05-18 23:51:59 | INST-A01 | TEMP | 78.37 | OK,60,1,0.061825883767181566,False
